0	0.915455
1	0.269597
2	0.976489
3	0.566166
4	0.260248
5	0.887770
6	0.095360
7	0.022040
8	0.880865
9	0.882989
10	0.312169
11	0.698103
12	0.693027
13	0.809047
14	0.223514
15	0.338145
16	0.302592
17	0.446249
18	0.444768
19	0.786438
20	0.027978
21	0.451159
22	0.955076
23	0.468380
24	0.847061
25	0.901089
26	0.213956
27	0.609583
28	0.496291
29	0.355409
30	0.560596
31	0.411745
32	0.625006
33	0.537085
34	0.977911
35	0.885254
36	0.424855
37	0.073272
38	0.907295
39	0.305720
40	0.956261
41	0.219464
42	0.003823
43	0.649287
44	0.028511
45	0.227337
46	0.987433
47	0.331103
48	0.673586
49	0.432201
50	0.117541
51	0.701565
52	0.883360
53	0.072617
54	0.169944
55	0.730421
56	0.973706
57	0.383900
58	0.340003
59	0.469996
60	0.739309
61	0.900599
62	0.881742
63	0.364315
64	0.437684
65	0.859653
66	0.249569
67	0.862539
68	0.932925
69	0.156863
70	0.168259
71	0.889185
72	0.376327
73	0.172082
74	0.538473
75	0.404838
76	0.399419
77	0.525906
78	0.735941
79	0.073005
80	0.958106
81	0.853482
82	0.774570
83	0.841466
84	0.926099
85	0.944514
86	0.571887
87	0.899805
88	0.328414
89	0.911890
90	0.369801
91	0.067723
92	0.812489
93	0.251543
94	0.432038
95	0.250173
96	0.111196
97	0.681606
98	0.112712
99	0.044121
100	0.838470
101	0.280971
102	0.933307
103	0.214797
104	0.453053
105	0.471779
106	0.619634
107	0.852471
108	0.997685
109	0.355575
110	0.925476
111	0.955792
112	0.209057
113	0.700046
114	0.797257
115	0.135156
116	0.644561
117	0.369144
118	0.034961
119	0.972975
120	0.281034
121	0.404763
122	0.040698
123	0.093523
124	0.656306
125	0.472736
126	0.343697
127	0.767502
128	0.154342
129	0.456409
130	0.811623
131	0.992812
132	0.737381
133	0.744930
134	0.207609
135	0.190433
136	0.216709
137	0.827243
138	0.042905
139	0.214394
140	0.182818
141	0.968381
142	0.170186
143	0.391875
144	0.668428
145	0.967443
146	0.527031
147	0.312988
148	0.336588
149	0.561992
150	0.285963
151	0.617622
152	0.966755
153	0.326661
154	0.711145
155	0.623061
156	0.799397
157	0.054842
158	0.390563
159	0.953739
160	0.511251
161	0.202186
162	0.946552
163	0.248632
164	0.947116
165	0.154160
166	0.439065
167	0.163825
168	0.981403
169	0.481970
170	0.378219
171	0.164221
172	0.450351
173	0.548405
174	0.556096
175	0.118779
176	0.515848
177	0.083127
178	0.431767
179	0.852436
180	0.645119
181	0.717730
182	0.470058
183	0.611874
184	0.044392
185	0.181203
186	0.234935
187	0.843789
188	0.236045
189	0.625498
190	0.797528
191	0.747296
192	0.827684
193	0.744080
194	0.995928
195	0.774800
196	0.898240
197	0.434993
198	0.938625
199	0.879643
200	0.916963
201	0.316844
202	0.043864
203	0.367315
204	0.865249
