-3.000000  157.200943 
-2.800000  119.885506 
-2.600000  92.877083 
-2.400000  69.425789 
-2.200000  51.215820 
-2.000000  32.987743 
-1.800000  22.541700 
-1.600000  16.538736 
-1.400000  8.366465 
-1.200000  5.995444 
-1.000000  3.386982 
-0.800000  3.041953 
-0.600000  1.377522 
-0.400000  2.208605 
-0.200000  4.634749 
0.000000  4.580976 
0.200000  2.988158 
0.400000  2.716083 
0.600000  -1.466390 
0.800000  -1.163560 
1.000000  -6.918503 
1.200000  -9.383974 
1.400000  -14.288253 
1.600001  -16.049530 
1.800001  -25.007021 
2.000000  -29.995293 
2.200001  -37.877464 
2.400001  -44.614376 
2.600001  -46.651798 
2.800001  -56.611134 
3.000001  -60.435356 
3.200001  -62.978851 
3.400001  -66.759209 
3.600001  -69.022240 
3.800001  -65.546623 
4.000001  -61.378532 
4.200001  -53.274445 
4.400001  -38.502483 
4.600000  -24.775778 
4.800000  0.170413 
5.000000  27.633724 
5.200000  64.419128 
5.400000  105.810654 
5.599999  160.003082 
5.799999  218.057922 
5.999999  289.761932 
