1.0E-02 -0.035091 -3.500789 -0.754075 0.472964
1.0E-02 -0.035091 -3.500858 -0.754079 0.472964
1.0E-02 -0.035091 -3.500930 -0.754084 0.472964
1.1E-02 -0.035091 -3.501005 -0.754088 0.472964
1.1E-02 -0.035092 -3.501085 -0.754093 0.472965
1.1E-02 -0.035092 -3.501167 -0.754098 0.472965
1.1E-02 -0.035092 -3.501254 -0.754104 0.472965
1.2E-02 -0.035092 -3.501345 -0.754109 0.472965
1.2E-02 -0.035093 -3.501440 -0.754115 0.472965
1.2E-02 -0.035093 -3.501540 -0.754121 0.472965
1.3E-02 -0.035093 -3.501644 -0.754128 0.472966
1.3E-02 -0.035094 -3.501754 -0.754134 0.472966
1.3E-02 -0.035094 -3.501868 -0.754141 0.472966
1.3E-02 -0.035094 -3.501988 -0.754149 0.472966
1.4E-02 -0.035095 -3.502113 -0.754156 0.472967
1.4E-02 -0.035095 -3.502245 -0.754165 0.472967
1.4E-02 -0.035095 -3.502383 -0.754173 0.472967
1.5E-02 -0.035096 -3.502527 -0.754182 0.472968
1.5E-02 -0.035096 -3.502678 -0.754191 0.472968
1.5E-02 -0.035096 -3.502836 -0.754201 0.472968
1.6E-02 -0.035097 -3.503001 -0.754211 0.472969
1.6E-02 -0.035097 -3.503175 -0.754222 0.472969
1.7E-02 -0.035098 -3.503356 -0.754233 0.472969
1.7E-02 -0.035098 -3.503546 -0.754244 0.472970
1.7E-02 -0.035099 -3.503745 -0.754257 0.472970
1.8E-02 -0.035100 -3.503954 -0.754269 0.472971
1.8E-02 -0.035100 -3.504172 -0.754283 0.472971
1.9E-02 -0.035101 -3.504401 -0.754297 0.472972
1.9E-02 -0.035101 -3.504640 -0.754312 0.472972
1.9E-02 -0.035102 -3.504891 -0.754327 0.472973
2.0E-02 -0.035103 -3.505154 -0.754343 0.472973
2.0E-02 -0.035104 -3.505429 -0.754360 0.472974
2.1E-02 -0.035104 -3.505717 -0.754378 0.472974
2.1E-02 -0.035105 -3.506019 -0.754396 0.472975
2.2E-02 -0.035106 -3.506335 -0.754415 0.472976
2.2E-02 -0.035107 -3.506665 -0.754436 0.472976
2.3E-02 -0.035108 -3.507012 -0.754457 0.472977
2.3E-02 -0.035109 -3.507375 -0.754479 0.472978
2.4E-02 -0.035110 -3.507755 -0.754502 0.472979
2.5E-02 -0.035111 -3.508153 -0.754527 0.472980
2.5E-02 -0.035112 -3.508570 -0.754552 0.472980
2.6E-02 -0.035113 -3.509007 -0.754579 0.472981
2.6E-02 -0.035114 -3.509465 -0.754607 0.472982
2.7E-02 -0.035116 -3.509944 -0.754636 0.472983
2.8E-02 -0.035117 -3.510446 -0.754667 0.472984
2.8E-02 -0.035119 -3.510971 -0.754699 0.472986
2.9E-02 -0.035120 -3.511522 -0.754733 0.472987
3.0E-02 -0.035122 -3.512099 -0.754768 0.472988
3.0E-02 -0.035123 -3.512703 -0.754805 0.472989
3.1E-02 -0.035125 -3.513336 -0.754844 0.472991
3.2E-02 -0.035127 -3.513999 -0.754884 0.472992
3.2E-02 -0.035129 -3.514693 -0.754927 0.472993
3.3E-02 -0.035131 -3.515420 -0.754971 0.472995
3.4E-02 -0.035133 -3.516182 -0.755018 0.472997
3.5E-02 -0.035135 -3.516980 -0.755066 0.472998
3.5E-02 -0.035137 -3.517816 -0.755117 0.473000
3.6E-02 -0.035139 -3.518692 -0.755171 0.473002
3.7E-02 -0.035142 -3.519610 -0.755227 0.473004
3.8E-02 -0.035145 -3.520572 -0.755285 0.473006
3.9E-02 -0.035147 -3.521579 -0.755347 0.473008
4.0E-02 -0.035150 -3.522634 -0.755411 0.473010
4.1E-02 -0.035153 -3.523740 -0.755478 0.473013
4.2E-02 -0.035156 -3.524899 -0.755549 0.473015
4.3E-02 -0.035159 -3.526112 -0.755623 0.473018
4.4E-02 -0.035163 -3.527384 -0.755700 0.473020
4.5E-02 -0.035166 -3.528717 -0.755781 0.473023
4.6E-02 -0.035170 -3.530114 -0.755866 0.473026
4.7E-02 -0.035174 -3.531578 -0.755955 0.473029
4.8E-02 -0.035178 -3.533112 -0.756048 0.473032
4.9E-02 -0.035183 -3.534719 -0.756145 0.473036
5.0E-02 -0.035187 -3.536404 -0.756247 0.473039
5.1E-02 -0.035192 -3.538170 -0.756354 0.473043
5.2E-02 -0.035197 -3.540021 -0.756466 0.473047
5.4E-02 -0.035202 -3.541961 -0.756583 0.473051
5.5E-02 -0.035207 -3.543994 -0.756706 0.473055
5.6E-02 -0.035213 -3.546126 -0.756834 0.473060
5.8E-02 -0.035219 -3.548361 -0.756969 0.473064
5.9E-02 -0.035225 -3.550704 -0.757110 0.473069
6.0E-02 -0.035232 -3.553161 -0.757258 0.473074
6.2E-02 -0.035239 -3.555737 -0.757413 0.473080
6.3E-02 -0.035246 -3.558439 -0.757575 0.473085
6.5E-02 -0.035253 -3.561271 -0.757745 0.473091
6.6E-02 -0.035261 -3.564242 -0.757923 0.473097
6.8E-02 -0.035269 -3.567358 -0.758109 0.473104
6.9E-02 -0.035278 -3.570626 -0.758305 0.473110
7.1E-02 -0.035287 -3.574055 -0.758509 0.473117
7.2E-02 -0.035296 -3.577652 -0.758724 0.473125
7.4E-02 -0.035306 -3.581425 -0.758948 0.473133
7.6E-02 -0.035317 -3.585385 -0.759184 0.473141
7.8E-02 -0.035327 -3.589540 -0.759430 0.473149
7.9E-02 -0.035339 -3.593901 -0.759688 0.473158
8.1E-02 -0.035351 -3.598479 -0.759959 0.473167
8.3E-02 -0.035363 -3.603284 -0.760242 0.473177
8.5E-02 -0.035376 -3.608328 -0.760539 0.473187
8.7E-02 -0.035390 -3.613625 -0.760851 0.473198
8.9E-02 -0.035404 -3.619187 -0.761177 0.473209
9.1E-02 -0.035419 -3.625029 -0.761519 0.473221
9.3E-02 -0.035435 -3.631165 -0.761877 0.473233
9.5E-02 -0.035451 -3.637612 -0.762252 0.473246
9.8E-02 -0.035469 -3.644387 -0.762646 0.473259
1.0E-01 -0.035487 -3.651506 -0.763058 0.473273
1.0E-01 -0.035506 -3.658989 -0.763490 0.473288
1.0E-01 -0.035525 -3.666857 -0.763943 0.473303
1.1E-01 -0.035546 -3.675129 -0.764418 0.473320
1.1E-01 -0.035568 -3.683830 -0.764916 0.473337
1.1E-01 -0.035591 -3.692984 -0.765437 0.473354
1.1E-01 -0.035615 -3.702615 -0.765984 0.473373
1.2E-01 -0.035640 -3.712752 -0.766558 0.473392
1.2E-01 -0.035666 -3.723423 -0.767159 0.473413
1.2E-01 -0.035693 -3.734660 -0.767790 0.473434
1.3E-01 -0.035722 -3.746497 -0.768451 0.473456
1.3E-01 -0.035752 -3.758968 -0.769144 0.473480
1.3E-01 -0.035784 -3.772113 -0.769871 0.473504
1.3E-01 -0.035817 -3.785971 -0.770634 0.473530
1.4E-01 -0.035852 -3.800587 -0.771434 0.473556
1.4E-01 -0.035888 -3.816008 -0.772273 0.473585
